index,true_label,pred_label,anomaly_score
389,0,0,152.94020203635264
390,1,1,154.55963260569342
391,0,0,153.61329976065272
392,1,1,154.55963260569342
393,0,0,152.19917498598792
394,1,1,154.55963260569342
395,1,1,154.61307809784435
396,1,1,154.61307809784435
397,0,0,153.41820783479352
398,1,1,154.55968692623944
399,1,1,154.55785132903387
400,0,0,151.99371832332244
401,0,0,152.27630992859295
402,0,0,151.99371832332244
403,0,0,153.41840206669193
404,1,1,154.55961324578806
405,1,1,154.55785132903387
406,0,0,153.4197055148127
407,1,1,154.55785132903387
408,0,0,153.66880754829114
409,1,1,154.61491369504998
410,1,1,154.55785132903387
411,0,0,151.99371832332244
412,0,0,152.19917498598792
413,1,1,154.55963260569342
414,1,1,154.55963260569342
415,1,1,154.55963260569342
416,0,0,153.61126740871836
417,1,1,154.61307809784435
418,1,1,154.61487780611807
419,1,1,154.5596510373076
420,0,0,152.19917498598792
421,1,1,154.55785132903387
422,1,1,154.61491369504998
423,0,0,153.4183308101802
424,1,1,154.55963260569342
425,0,0,153.62364832528047
426,0,0,152.19917498598792
427,0,0,153.41840485826037
428,1,1,154.55785132903387
429,0,0,151.99371832332244
430,0,0,152.19917498598792
431,0,0,152.19917498598792
432,1,1,154.55785132903387
433,1,1,154.61484001459857
434,1,1,154.6149135093352
435,1,1,154.61307809784435
436,1,1,154.55785132903387
437,1,1,154.61485937450394
438,1,1,154.55785132903387
439,0,0,152.07085326592747
440,1,1,154.61307809784435
441,0,0,153.61127047947164
442,1,1,154.55963260569342
443,0,0,153.41818220654977
444,0,0,152.19917498598792
445,1,1,154.61307809784435
446,1,1,154.61307809784435
447,0,0,153.41818220654977
448,0,0,151.99373579098926
449,0,0,152.19917498598792
450,1,0,153.8188325983484
451,1,1,154.61307809784435
452,1,1,154.61307809784435
453,1,1,154.61491369504998
454,1,1,154.55963260569342
455,0,0,151.99371832332244
456,0,0,152.94020203635264
457,0,0,151.99371832332244
458,1,1,154.55963260569342
459,0,0,151.99371832332244
460,1,1,154.55785132903387
461,1,1,154.55785132903387
462,1,1,154.61485937450394
463,0,0,151.99371832332244
464,1,1,154.55963260569342
465,1,1,154.5596699798667
466,1,1,154.55785132903387
467,0,0,153.41842421816574
468,1,1,154.55963260569342
469,1,1,154.55785132903387
470,0,0,153.8618976340164
471,1,1,154.61307809784435
472,1,1,154.61307809784435
473,0,0,151.99371832332244
474,0,0,151.99371832332244
475,1,1,154.61307809784435
476,1,1,154.61485937450394
477,1,1,154.55963260569342
478,1,1,154.61307809784435
479,0,0,153.41840206669193
480,0,0,151.99371832332244
481,0,0,152.19917498598792
482,1,1,154.55785132903387
483,0,0,151.99371832332244
484,0,0,153.41664294150618
485,1,1,154.5596510373076
486,1,1,154.61307809784435
487,0,0,152.19917498598792
488,1,1,154.55785132903387
489,0,0,152.19917498598792
490,0,0,153.62389931244536
491,0,0,153.8169888390802
492,1,1,154.61485937450394
493,1,1,154.55785132903387
494,1,1,154.55785132903387
495,1,1,154.55785132903387
496,1,1,154.55963260569342
497,1,1,154.61307809784435
498,0,0,153.86521572157153
499,1,0,153.8188325983484
500,1,1,154.61485937450394
501,0,0,151.99371832332244
502,1,1,154.61307809784435
503,1,1,154.61307809784435
504,1,1,154.55963260569342
505,1,1,154.61307809784435
506,0,0,152.19917498598792
507,0,0,152.20098217884683
508,1,1,154.55785132903387
509,1,1,154.55961324578806
510,0,0,152.07085326592747
511,0,1,159.20061016076627
512,0,1,154.61613387185113
513,1,1,154.55785132903387
514,0,0,153.41840206669193
515,1,1,154.61307809784435
516,1,1,154.55785132903387
517,1,1,154.61307809784435
518,1,1,154.55785132903387
519,0,0,151.99371832332244
520,1,1,154.55963260569342
521,1,1,154.61485937450394
522,1,1,154.55785132903387
523,0,0,153.41840485826037
524,0,0,152.27630992859295
525,0,0,153.62397193857007
526,0,0,152.27630992859295
527,0,0,152.19917498598792
528,1,1,154.61307809784435
529,1,1,154.55963260569342
530,1,1,154.55785132903387
531,1,1,154.55785132903387
532,1,1,154.61307809784435
533,0,0,153.62386152092583
534,1,1,154.61307809784435
535,1,1,154.55968692623944
536,1,1,154.55785132903387
537,0,0,153.62389931244536
538,0,0,151.99371832332244
539,1,1,154.61485937450394
540,1,1,154.5596867405247
541,1,1,154.61307809784435
542,0,0,151.99373574046754
543,1,1,154.61307809784435
544,0,0,152.27630992859295
545,1,1,154.61307809784435
546,0,0,153.87231434907378
547,1,1,154.61485937450394
548,1,1,154.5596867405247
549,0,0,153.8631675600717
550,0,0,153.4183308101802
551,1,1,154.61307809784435
552,0,0,153.62393277743757
553,0,0,151.99371832332244
554,0,0,152.07085326592747
555,1,1,154.61485937450394
556,0,0,151.99371832332244
557,0,0,152.19917498598792
558,1,1,154.55785132903387
559,0,0,153.41840485826037
560,0,0,151.99373579098926
561,1,1,154.55961324578806
562,1,1,154.61491369504998
563,0,0,151.99373579098926
564,1,1,154.61485937450394
565,1,1,154.55785132903387
566,0,0,152.19917498598792
567,1,1,154.55785132903387
568,0,0,153.41822323214186
569,0,0,153.62390679703057
570,0,0,151.99371832332244
571,1,1,154.5596867405247
572,0,0,152.27630992859295
573,1,1,154.55785132903387
574,1,1,154.55963260569342
575,1,1,154.55785132903387
576,1,1,154.61307809784435
577,0,0,152.19917498598792
578,1,1,154.61307809784435
579,1,1,154.55785132903387
580,0,0,152.07085326592747
581,1,1,154.61307809784435
582,0,0,151.99371832332244
583,1,1,154.61484001459857
584,1,1,154.55785132903387
585,1,1,154.61307809784435
586,0,0,153.41853284885073
587,1,1,154.55785132903387
588,1,1,154.55963260569342
589,0,0,154.05557630832396
590,0,0,151.99371832332244
591,1,1,154.61307809784435
592,0,0,153.4200110854903
593,0,0,153.83840296843687
594,0,0,152.27630992859295
595,1,1,154.61485937450394
596,1,1,154.61307809784435
597,1,1,154.61307809784435
598,1,1,154.55785132903387
599,1,1,154.55785132903387
600,0,0,153.8618936664496
601,1,1,154.55785132903387
602,1,1,154.55785132903387
603,0,0,153.41842421816574
604,1,1,154.61307809784435
605,0,0,151.99371832332244
606,0,0,153.84234263721044
607,0,0,153.62209960417164
608,1,1,154.61307809784435
609,0,0,153.92032614644515
610,1,1,154.55785132903387
611,1,0,153.6120012310504
612,1,1,154.61307809784435
613,1,1,154.5596510373076
614,1,1,154.55785132903387
615,1,1,154.5596699798667
616,1,1,154.55961324578806
617,0,0,151.99371832332244
618,1,1,154.55785132903387
619,1,1,154.55785132903387
620,1,1,154.61485937450394
621,0,0,151.99371832332244
622,1,1,154.61485937450394
623,0,0,152.07085326592747
624,1,1,154.61307809784435
625,0,0,153.41842421816574
626,1,1,154.61307809784435
627,1,1,154.55785132903387
628,0,0,151.99371832332244
629,0,0,153.88664525142465
630,0,0,153.83840304938582
631,0,0,151.99371832332244
632,1,1,154.61307809784435
633,0,0,151.99371832332244
634,1,1,154.55785132903387
635,1,1,154.61485937450394
636,1,1,154.55785132903387
637,1,1,154.55963260569342
638,1,1,154.61307809784435
639,1,1,154.61307809784435
640,0,0,154.0466685776104
641,1,1,154.55785132903387
642,0,0,153.61327572839764
643,0,0,152.19917498598792
644,1,1,154.61307809784435
645,1,1,154.55785132903387
646,1,1,154.55785132903387
647,1,1,154.61307809784435
648,1,1,154.55785132903387
649,1,1,154.61307809784435
650,1,1,154.61307809784435
651,1,1,154.55785132903387
652,1,1,154.55963260569342
653,1,1,154.61307809784435
654,0,0,153.83964383656993
655,0,0,153.62209960417164
656,0,0,152.49681719308157
657,0,0,152.07085326592747
658,1,1,154.55963260569342
659,1,1,154.61307809784435
660,1,1,154.61307809784435
661,0,0,153.84380766397152
662,1,1,154.55785132903387
663,1,1,154.61307809784435
664,1,1,154.55785132903387
665,1,1,154.55963260569342
666,1,1,154.55785132903387
667,1,1,154.55785132903387
668,1,1,154.61307809784435
669,1,1,154.55785132903387
670,1,1,154.55963260569342
671,1,1,154.61307809784435
672,1,1,154.61485937450394
673,0,0,152.19917498598792
674,1,1,154.55785132903387
675,1,1,154.61491369504998
676,0,0,151.99371832332244
677,0,0,153.41818220654977
678,1,1,154.55785132903387
679,0,0,153.83964383656993
680,1,1,154.55785132903387
681,0,0,153.85893406101877
682,1,1,154.55963260569342
683,1,1,154.6149135093352
684,0,0,153.8544613174172
685,1,1,154.61307809784435
686,0,0,152.19917498598792
687,1,1,154.55968238406118
688,0,0,152.19917498598792
689,0,0,152.12262258959143
690,1,1,154.61307809784435
691,0,0,153.41818220654977
692,0,0,153.41849547467746
693,0,0,152.94020203635264
694,1,1,154.61307809784435
695,0,0,153.62209960417164
696,1,1,154.55785132903387
697,0,0,153.4199182789042
698,0,0,153.61327572839764
699,1,1,154.55963260569342
700,1,1,154.61307809784435
701,0,0,154.04789666283253
702,1,1,154.61307809784435
703,0,0,153.41840485826037
704,0,0,153.41664578583485
705,1,1,154.55785132903387
706,0,1,159.1986483235801
707,0,0,152.07085326592747
708,1,1,154.55785132903387
709,0,0,152.19917498598792
710,0,0,153.6236826549289
711,1,1,154.61307809784435
712,1,1,154.61307809784435
713,1,1,154.55785132903387
714,1,1,154.55785132903387
715,1,1,154.61307809784435
716,1,1,154.6149135093352
717,1,1,154.61307809784435
718,0,0,151.99371832332244
719,0,0,153.41664294150618
720,1,1,154.61485937450394
721,1,1,154.61491369504998
722,1,1,154.61307809784435
723,1,1,154.61307809784435
724,0,0,153.62389931244536
725,0,0,153.41664294150618
726,1,1,154.55785132903387
727,1,1,154.55963260569342
728,0,0,151.99371832332244
729,0,0,153.41664294150618
730,1,0,153.6120012310504
731,0,0,152.19917498598792
732,1,1,154.61307809784435
733,0,0,154.0468173706624
734,1,1,154.55785132903387
735,1,1,154.61307809784435
736,0,0,153.83964383656993
737,1,1,154.61307809784435
738,1,1,154.55785132903387
739,1,1,154.55785132903387
740,0,0,152.29552854521287
741,0,0,151.99371832332244
742,1,1,154.6148967486772
743,1,1,154.55785132903387
744,1,1,154.5595391977079
745,1,1,154.55785132903387
746,0,0,152.19917498598792
747,1,1,154.61307809784435
748,0,0,153.62390679703057
749,1,1,154.55785132903387
750,1,1,154.55785132903387
751,0,0,153.41664294150618
752,1,1,154.55785132903387
753,0,0,153.62583469768512
754,1,1,154.61485937450394
755,1,1,154.55785132903387
756,0,0,152.11401387066363
757,0,0,151.99371832332244
758,1,1,154.55785132903387
759,1,1,154.55961324578806
760,1,1,154.55963260569342
761,1,1,154.55785132903387
762,0,0,152.19917498598792
763,0,0,153.4204565701001
764,1,1,154.55785132903387
765,0,0,152.19917498598792
766,0,0,152.19917498598792
767,1,1,154.55785132903387
768,1,1,154.61485937450394
769,1,1,154.61485937450394
770,0,0,153.91275231796521
771,0,0,153.61327572839764
772,1,1,154.61307809784435
773,0,0,153.41837608628492
774,1,1,154.61307809784435
775,0,0,153.62386152092583
776,0,0,153.62394595816303
777,0,0,152.19917498598792
778,1,1,154.61307809784435
779,1,1,154.5596867405247
780,0,0,152.19917498598792
781,0,0,152.19919245365472
782,1,1,154.55785132903387
783,1,1,154.61307809784435
784,1,1,154.61307809784435
785,1,1,154.61485937450394
786,0,0,152.19917498598792
787,1,1,154.61307809784435
788,0,0,153.4183308101802
789,1,1,154.61487780611807
790,0,0,153.90376911030665
791,0,1,154.06914751804553
792,1,1,154.61307809784435
793,1,1,154.61307809784435
794,0,0,153.6688022282608
795,1,1,154.61307809784435
796,1,1,154.55785132903387
797,0,0,152.19917498598792
798,0,0,153.61127042105906
799,1,1,154.61307809784435
800,0,0,153.61331250554335
801,1,1,154.55785132903387
802,1,1,154.61307809784435
803,0,0,152.19919245365472
804,0,1,154.0701815496735
805,0,0,151.99371832332244
806,1,1,154.6148967486772
807,1,1,154.61307809784435
808,0,1,159.2024878430549
809,1,1,154.61485937450394
810,0,0,151.9937371345829
811,1,1,154.61491369504998
812,0,0,153.84233979288175
813,1,1,154.61307809784435
814,1,1,154.55963260569342
815,1,1,154.61307809784435
816,1,1,154.55785132903387
817,1,1,154.55785132903387
818,0,0,153.62583469768512
819,1,1,154.55963260569342
820,1,1,154.61485937450394
821,0,0,152.07085326592747
822,0,0,153.839652704209
823,0,0,153.4204565701001
824,1,1,154.55785132903387
825,1,1,154.61307809784435
826,1,1,154.55785132903387
827,0,1,154.6143525951916
828,1,1,154.55963260569342
829,1,1,154.61491369504998
830,0,0,151.99371832332244
831,1,1,154.55785132903387
832,0,0,153.81886937549407
833,1,1,154.55785132903387
834,1,1,154.61307809784435
835,0,0,153.41842421816574
836,1,1,154.61476596651838
837,1,1,154.55965240692055
838,0,0,153.61327572839764
839,1,1,154.61307809784435
840,0,1,154.61613387185113
841,1,1,154.61307809784435
842,0,0,153.41664294150618
843,0,0,153.416657946668
844,0,0,153.41664294150618
845,0,0,151.99371832332244
846,1,1,154.55785132903387
847,0,0,154.04412141435054
848,1,1,154.55963260569342
849,0,0,153.41818220654977
850,1,1,154.61307809784435
851,0,0,151.99371832332244
852,1,1,154.61491369504998
853,1,1,154.61307809784435
854,1,1,154.61485937450394
855,1,1,154.55963260569342
856,1,1,154.55785132903387
857,1,1,154.61307809784435
858,1,1,154.61485937450394
859,1,1,154.61307809784435
860,1,1,154.61307809784435
861,1,1,154.55785132903387
862,1,1,154.55785132903387
863,1,1,154.55785132903387
864,1,1,154.61484001459857
865,1,1,154.55963260569342
866,1,1,154.55785132903387
867,1,1,154.61307809784435
868,1,1,154.61487780611807
869,1,1,154.61307809784435
870,0,0,153.62390068205832
871,0,0,151.99371832332244
872,1,0,153.62209960417164
873,1,1,154.61307809784435
874,1,1,154.55963260569342
875,1,1,154.61485937450394
876,0,0,153.41664294150618
877,1,1,154.55785132903387
878,0,0,152.19917498598792
879,0,0,152.99475475173168
880,1,1,154.61307809784435
881,1,1,154.61485937450394
882,0,0,153.41837608628492
883,1,1,154.61307809784435
884,1,1,154.61307809784435
885,1,1,154.5596867405247
886,1,1,154.55785132903387
887,0,0,153.76288671464138
888,0,0,153.41664294150618
889,0,0,152.19917498598792
890,1,1,154.5596867405247
891,1,1,154.55785132903387
892,0,1,157.77748562215058
893,0,0,153.62363886921523
894,1,1,154.61484001459857
895,1,1,154.61307809784435
896,0,0,153.61327572839764
897,1,1,154.61307809784435
898,1,1,154.61485937450394
899,1,1,154.5596699798667
900,1,1,154.55785132903387
901,0,0,153.4183308101802
902,1,1,154.61307809784435
903,1,1,154.55785132903387
904,1,1,154.55785132903387
905,1,1,154.55963260569342
906,1,1,154.55785132903387
907,1,1,154.55963260569342
908,1,1,154.55785132903387
909,0,0,153.61327572839764
910,0,0,152.27630992859295
911,0,0,151.99371832332244
912,1,1,154.61307809784435
913,1,1,154.61307809784435
914,1,1,154.61307809784435
915,0,0,151.99371832332244
916,1,1,154.61485937450394
917,0,0,152.19917498598792
918,0,0,151.99373596438843
919,1,1,154.55785132903387
920,1,1,154.5596510373076
921,1,1,154.55785132903387
922,0,0,152.07085326592747
923,0,0,152.19917498598792
924,0,0,152.19917498598792
925,0,0,153.8617291060385
926,1,1,154.61485937450394
927,1,1,154.61485937450394
928,1,1,154.61307809784435
929,0,0,153.81886937549407
930,1,1,154.55968692623944
931,1,1,154.61307809784435
932,0,0,151.99371832332244
933,0,0,152.19917498598792
934,0,0,154.04395969826814
935,1,1,154.55785132903387
936,1,1,154.61484001459857
937,1,1,154.55785132903387
938,0,0,153.41844264977988
939,1,1,154.5596699798667
940,1,1,154.61307809784435
941,0,0,151.99371832332244
942,0,0,153.41820783479352
943,0,0,152.19917498598792
944,1,1,154.55963260569342
945,0,0,152.07085326592747
946,1,0,153.8188325983484
947,1,1,154.61485937450394
948,1,1,154.61485937450394
949,0,0,153.82637886938744
950,0,0,152.19917498598792
951,1,1,154.55785132903387
952,0,0,153.84998601884863
953,1,1,154.55785132903387
954,1,1,154.61307809784435
955,1,1,154.61307809784435
956,0,0,153.84178914068016
957,0,0,152.19917498598792
958,1,1,154.5595391977079
959,1,1,154.61485937450394
960,1,1,154.55963260569342
961,0,0,151.99371832332244
962,1,1,154.55963260569342
963,1,1,154.5595391977079
964,1,1,154.55785132903387
965,0,0,152.19917498598792
966,1,1,154.61307809784435
967,1,1,154.55785132903387
968,0,0,153.4204565701001
969,1,1,154.55785132903387
970,0,0,153.62547380678328
971,1,1,154.55963260569342
972,1,1,154.55785132903387
973,1,1,154.55785132903387
974,1,1,154.61307809784435
975,1,1,154.61485937450394
976,1,1,154.61307809784435
977,1,1,154.55963260569342
978,1,1,154.55785132903387
979,1,1,154.61485937450394
980,1,1,154.61307809784435
981,0,0,153.8404418887978
982,1,1,154.55785132903387
983,0,0,153.4184501343651
984,0,0,152.19917498598792
985,1,1,154.5596510373076
986,1,1,154.5596867405247
987,0,0,153.83964383656993
988,1,1,154.55963260569342
989,0,0,151.99371832332244
990,1,1,154.61307809784435
991,0,1,154.0704259335209
992,1,1,154.55785132903387
993,0,0,152.19917498598792
994,0,0,152.07085326592747
995,0,0,152.19917498598792
996,1,1,154.61485937450394
